,recv_c_dttm,create_dttm,resolve_dttm,user_resolve_dttm,forced_resolve_dttm,forced_username,recv_r_dttm,region,eid,ne_id,dn,dn_invt,mon_nm,step1,step2,step3,step4,obj,cause,grade,rect_type,rect_type.1,alert_type,alert_id,Y
17715,2021-03-12 04:45:05.703,2021-03-12 04:45:05.703,2021-03-12 04:50:03.512,,,,2021-03-12 04:50:03.512,wj,,3277.0,wj/e/cgni01/c/rack07/18/bm/nov075,wj/e/cgni01/c/rack07/18/bm/nov075,wnjuec01nov075,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

17716,2021-03-12 04:45:05.705,2021-03-12 04:45:05.705,2021-03-12 04:50:03.659,,,,2021-03-12 04:50:03.659,wj,,3265.0,wj/e/cgni01/c/rack08/06/bm/nov081,wj/e/cgni01/c/rack08/06/bm/nov081,wnjuec01nov081,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

17717,2021-03-12 04:45:05.728,2021-03-12 04:45:05.728,2021-03-12 04:50:03.629,,,,2021-03-12 04:50:03.629,wj,,3268.0,wj/e/cgni01/c/rack08/18/bm/nov085,wj/e/cgni01/c/rack08/18/bm/nov085,wnjuec01nov085,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

17718,2021-03-12 04:45:06.347,2021-03-12 04:45:06.347,2021-03-12 04:50:04.137,,,,2021-03-12 04:50:04.137,wj,,3272.0,wj/e/cgni01/c/rack07/12/bm/nov073,wj/e/cgni01/c/rack07/12/bm/nov073,wnjuec01nov073,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

17719,2021-03-12 04:45:06.379,2021-03-12 04:45:06.379,2021-03-12 04:50:04.234,,,,2021-03-12 04:50:04.234,wj,,3271.0,wj/e/cgni01/c/rack07/25/bm/nov077,wj/e/cgni01/c/rack07/25/bm/nov077,wnjuec01nov077,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

17720,2021-03-12 04:45:06.433,2021-03-12 04:45:06.433,2021-03-12 04:50:04.708,,,,2021-03-12 04:50:04.708,wj,,3263.0,wj/e/cgni01/c/rack08/12/bm/nov083,wj/e/cgni01/c/rack08/12/bm/nov083,wnjuec01nov083,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

17721,2021-03-12 04:45:06.477,2021-03-12 04:45:06.477,2021-03-12 04:50:04.483,,,,2021-03-12 04:50:04.483,wj,,3266.0,wj/e/cgni01/c/rack08/25/bm/nov087,wj/e/cgni01/c/rack08/25/bm/nov087,wnjuec01nov087,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

17727,2021-03-12 16:20:43.494,2021-03-12 16:20:43.494,2021-03-12 21:55:03.409,,,,2021-03-12 21:55:03.409,sj,,1748.0,sj/c/cgni01/c/rack01/29/bm/nov018,sj/c/cgni01/c/rack01/29/bm/nov018,sojgcc01nov018,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

17868,2021-03-15 08:35:02.465,2021-03-15 08:35:02.465,2021-03-15 16:55:03.553,,2021-03-15 08:35:34.000,,2021-03-15 16:55:03.553,dj,,523.0,dj/e/cgni01/c/rack01/09/bm/nov012,dj/e/cgni01/c/rack01/09/bm/nov012,dejnec01nov012,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17869,2021-03-15 08:35:02.476,2021-03-15 08:35:02.476,2021-03-15 16:55:02.669,,2021-03-15 08:35:34.000,,2021-03-15 16:55:02.669,dj,,522.0,dj/e/cgni01/c/rack01/06/bm/nov011,dj/e/cgni01/c/rack01/06/bm/nov011,dejnec01nov011,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17870,2021-03-15 08:35:02.487,2021-03-15 08:35:02.487,2021-03-15 16:55:03.339,,2021-03-15 08:35:34.000,,2021-03-15 16:55:03.339,dj,,524.0,dj/e/cgni01/c/rack01/12/bm/nov013,dj/e/cgni01/c/rack01/12/bm/nov013,dejnec01nov013,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17871,2021-03-15 08:35:02.524,2021-03-15 08:35:02.524,2021-03-15 16:55:02.631,,2021-03-15 08:35:34.000,,2021-03-15 16:55:02.631,dj,,525.0,dj/e/cgni01/c/rack01/15/bm/nov014,dj/e/cgni01/c/rack01/15/bm/nov014,dejnec01nov014,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17872,2021-03-15 08:35:02.542,2021-03-15 08:35:02.542,2021-03-15 16:55:02.807,,2021-03-15 08:35:34.000,,2021-03-15 16:55:02.807,dj,,527.0,dj/e/cgni01/c/rack01/21/bm/nov016,dj/e/cgni01/c/rack01/21/bm/nov016,dejnec01nov016,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17873,2021-03-15 08:35:02.555,2021-03-15 08:35:02.555,2021-03-15 16:55:02.824,,2021-03-15 08:35:34.000,,2021-03-15 16:55:02.824,dj,,528.0,dj/e/cgni01/c/rack01/24/bm/nov017,dj/e/cgni01/c/rack01/24/bm/nov017,dejnec01nov017,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17874,2021-03-15 08:35:02.562,2021-03-15 08:35:02.562,2021-03-15 16:55:02.775,,2021-03-15 08:35:34.000,,2021-03-15 16:55:02.775,dj,,1512.0,dj/e/cgni01/c/rack02/09/bm/nov022,dj/e/cgni01/c/rack02/09/bm/nov022,dejnec01nov022,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17875,2021-03-15 08:35:02.565,2021-03-15 08:35:02.565,2021-03-15 16:55:03.125,,2021-03-15 08:35:34.000,,2021-03-15 16:55:03.125,dj,,1509.0,dj/e/cgni01/c/rack01/30/bm/nov019,dj/e/cgni01/c/rack01/30/bm/nov019,dejnec01nov019,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17876,2021-03-15 08:35:02.566,2021-03-15 08:35:02.566,2021-03-15 16:55:02.858,,2021-03-15 08:35:34.000,,2021-03-15 16:55:02.858,dj,,1513.0,dj/e/cgni01/c/rack02/12/bm/nov023,dj/e/cgni01/c/rack02/12/bm/nov023,dejnec01nov023,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17877,2021-03-15 08:35:02.567,2021-03-15 08:35:02.567,2021-03-15 16:55:02.758,,2021-03-15 08:35:34.000,,2021-03-15 16:55:02.758,dj,,1519.0,dj/e/cgni01/c/rack02/30/bm/nov029,dj/e/cgni01/c/rack02/30/bm/nov029,dejnec01nov029,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17878,2021-03-15 08:35:02.578,2021-03-15 08:35:02.578,2021-03-15 16:55:02.876,,2021-03-15 08:35:34.000,,2021-03-15 16:55:02.876,dj,,1511.0,dj/e/cgni01/c/rack02/06/bm/nov021,dj/e/cgni01/c/rack02/06/bm/nov021,dejnec01nov021,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17879,2021-03-15 08:35:02.582,2021-03-15 08:35:02.582,2021-03-15 16:55:02.840,,2021-03-15 08:35:34.000,,2021-03-15 16:55:02.840,dj,,1517.0,dj/e/cgni01/c/rack02/24/bm/nov027,dj/e/cgni01/c/rack02/24/bm/nov027,dejnec01nov027,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17880,2021-03-15 08:35:02.586,2021-03-15 08:35:02.586,2021-03-15 16:55:02.741,,2021-03-15 08:35:34.000,,2021-03-15 16:55:02.741,dj,,1515.0,dj/e/cgni01/c/rack02/18/bm/nov025,dj/e/cgni01/c/rack02/18/bm/nov025,dejnec01nov025,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17881,2021-03-15 08:35:02.600,2021-03-15 08:35:02.600,2021-03-15 16:55:02.686,,2021-03-15 08:35:34.000,,2021-03-15 16:55:02.686,dj,,1514.0,dj/e/cgni01/c/rack02/15/bm/nov024,dj/e/cgni01/c/rack02/15/bm/nov024,dejnec01nov024,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17882,2021-03-15 08:35:02.603,2021-03-15 08:35:02.603,2021-03-15 16:55:02.894,,2021-03-15 08:35:34.000,,2021-03-15 16:55:02.894,dj,,526.0,dj/e/cgni01/c/rack01/18/bm/nov015,dj/e/cgni01/c/rack01/18/bm/nov015,dejnec01nov015,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17883,2021-03-15 08:35:02.624,2021-03-15 08:35:02.624,2021-03-15 16:55:03.111,,2021-03-15 08:35:34.000,,2021-03-15 16:55:03.111,dj,,1518.0,dj/e/cgni01/c/rack02/27/bm/nov028,dj/e/cgni01/c/rack02/27/bm/nov028,dejnec01nov028,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17884,2021-03-15 08:35:02.628,2021-03-15 08:35:02.628,2021-03-15 16:55:02.706,,2021-03-15 08:35:34.000,,2021-03-15 16:55:02.706,dj,,1510.0,dj/e/cgni01/c/rack02/03/bm/nov020,dj/e/cgni01/c/rack02/03/bm/nov020,dejnec01nov020,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17885,2021-03-15 08:35:02.783,2021-03-15 08:35:02.783,2021-03-15 16:55:02.792,,2021-03-15 08:35:34.000,,2021-03-15 16:55:02.792,dj,,1516.0,dj/e/cgni01/c/rack02/21/bm/nov026,dj/e/cgni01/c/rack02/21/bm/nov026,dejnec01nov026,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17886,2021-03-15 08:35:02.796,2021-03-15 08:35:02.796,2021-03-15 16:55:02.725,,2021-03-15 08:35:34.000,,2021-03-15 16:55:02.725,dj,,529.0,dj/e/cgni01/c/rack01/27/bm/nov018,dj/e/cgni01/c/rack01/27/bm/nov018,dejnec01nov018,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17887,2021-03-15 08:40:01.943,2021-03-15 08:40:01.943,2021-03-15 16:55:02.725,,,,2021-03-15 16:55:02.725,dj,,529.0,dj/e/cgni01/c/rack01/27/bm/nov018,dj/e/cgni01/c/rack01/27/bm/nov018,dejnec01nov018,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17888,2021-03-15 08:40:01.976,2021-03-15 08:40:01.976,2021-03-15 16:55:02.669,,,,2021-03-15 16:55:02.669,dj,,522.0,dj/e/cgni01/c/rack01/06/bm/nov011,dj/e/cgni01/c/rack01/06/bm/nov011,dejnec01nov011,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17889,2021-03-15 08:40:01.983,2021-03-15 08:40:01.983,2021-03-15 16:55:02.824,,,,2021-03-15 16:55:02.824,dj,,528.0,dj/e/cgni01/c/rack01/24/bm/nov017,dj/e/cgni01/c/rack01/24/bm/nov017,dejnec01nov017,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17890,2021-03-15 08:40:01.989,2021-03-15 08:40:01.989,2021-03-15 16:55:02.775,,,,2021-03-15 16:55:02.775,dj,,1512.0,dj/e/cgni01/c/rack02/09/bm/nov022,dj/e/cgni01/c/rack02/09/bm/nov022,dejnec01nov022,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17891,2021-03-15 08:40:01.997,2021-03-15 08:40:01.997,2021-03-15 16:55:03.339,,,,2021-03-15 16:55:03.339,dj,,524.0,dj/e/cgni01/c/rack01/12/bm/nov013,dj/e/cgni01/c/rack01/12/bm/nov013,dejnec01nov013,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17892,2021-03-15 08:40:01.999,2021-03-15 08:40:01.999,2021-03-15 16:55:02.706,,,,2021-03-15 16:55:02.706,dj,,1510.0,dj/e/cgni01/c/rack02/03/bm/nov020,dj/e/cgni01/c/rack02/03/bm/nov020,dejnec01nov020,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17893,2021-03-15 08:40:02.020,2021-03-15 08:40:02.020,2021-03-15 16:55:02.807,,,,2021-03-15 16:55:02.807,dj,,527.0,dj/e/cgni01/c/rack01/21/bm/nov016,dj/e/cgni01/c/rack01/21/bm/nov016,dejnec01nov016,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17894,2021-03-15 08:40:02.023,2021-03-15 08:40:02.023,2021-03-15 16:55:03.111,,,,2021-03-15 16:55:03.111,dj,,1518.0,dj/e/cgni01/c/rack02/27/bm/nov028,dj/e/cgni01/c/rack02/27/bm/nov028,dejnec01nov028,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17895,2021-03-15 08:40:02.026,2021-03-15 08:40:02.026,2021-03-15 16:55:02.741,,,,2021-03-15 16:55:02.741,dj,,1515.0,dj/e/cgni01/c/rack02/18/bm/nov025,dj/e/cgni01/c/rack02/18/bm/nov025,dejnec01nov025,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17896,2021-03-15 08:40:02.032,2021-03-15 08:40:02.032,2021-03-15 16:55:02.792,,,,2021-03-15 16:55:02.792,dj,,1516.0,dj/e/cgni01/c/rack02/21/bm/nov026,dj/e/cgni01/c/rack02/21/bm/nov026,dejnec01nov026,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17897,2021-03-15 08:40:02.067,2021-03-15 08:40:02.067,2021-03-15 16:55:03.125,,,,2021-03-15 16:55:03.125,dj,,1509.0,dj/e/cgni01/c/rack01/30/bm/nov019,dj/e/cgni01/c/rack01/30/bm/nov019,dejnec01nov019,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17898,2021-03-15 08:40:02.074,2021-03-15 08:40:02.074,2021-03-15 16:55:02.894,,,,2021-03-15 16:55:02.894,dj,,526.0,dj/e/cgni01/c/rack01/18/bm/nov015,dj/e/cgni01/c/rack01/18/bm/nov015,dejnec01nov015,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17899,2021-03-15 08:40:02.077,2021-03-15 08:40:02.077,2021-03-15 16:55:02.858,,,,2021-03-15 16:55:02.858,dj,,1513.0,dj/e/cgni01/c/rack02/12/bm/nov023,dj/e/cgni01/c/rack02/12/bm/nov023,dejnec01nov023,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17900,2021-03-15 08:40:02.090,2021-03-15 08:40:02.090,2021-03-15 16:55:02.840,,,,2021-03-15 16:55:02.840,dj,,1517.0,dj/e/cgni01/c/rack02/24/bm/nov027,dj/e/cgni01/c/rack02/24/bm/nov027,dejnec01nov027,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17901,2021-03-15 08:40:02.115,2021-03-15 08:40:02.115,2021-03-15 16:55:02.758,,,,2021-03-15 16:55:02.758,dj,,1519.0,dj/e/cgni01/c/rack02/30/bm/nov029,dj/e/cgni01/c/rack02/30/bm/nov029,dejnec01nov029,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17902,2021-03-15 08:40:02.183,2021-03-15 08:40:02.183,2021-03-15 16:55:03.553,,,,2021-03-15 16:55:03.553,dj,,523.0,dj/e/cgni01/c/rack01/09/bm/nov012,dj/e/cgni01/c/rack01/09/bm/nov012,dejnec01nov012,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17903,2021-03-15 08:40:02.282,2021-03-15 08:40:02.282,2021-03-15 16:55:02.686,,,,2021-03-15 16:55:02.686,dj,,1514.0,dj/e/cgni01/c/rack02/15/bm/nov024,dj/e/cgni01/c/rack02/15/bm/nov024,dejnec01nov024,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17904,2021-03-15 08:40:02.501,2021-03-15 08:40:02.501,2021-03-15 16:55:02.631,,,,2021-03-15 16:55:02.631,dj,,525.0,dj/e/cgni01/c/rack01/15/bm/nov014,dj/e/cgni01/c/rack01/15/bm/nov014,dejnec01nov014,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17905,2021-03-15 08:40:02.548,2021-03-15 08:40:02.548,2021-03-15 16:55:02.876,,2021-03-15 10:35:33.000,,2021-03-15 16:55:02.876,dj,,1511.0,dj/e/cgni01/c/rack02/06/bm/nov021,dj/e/cgni01/c/rack02/06/bm/nov021,dejnec01nov021,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17907,2021-03-15 10:40:01.880,2021-03-15 10:40:01.880,2021-03-15 16:55:02.876,,,,2021-03-15 16:55:02.876,dj,,1511.0,dj/e/cgni01/c/rack02/06/bm/nov021,dj/e/cgni01/c/rack02/06/bm/nov021,dejnec01nov021,server,ipmi,auth,dell.ipmi.auth,,invalid-auth,minor,"invalid ipmi account, id=admin, pw=sa******",ipmi_api,status,,0

17918,2021-03-16 01:55:43.791,2021-03-16 01:55:43.791,,,2021-03-18 06:17:06.000,,2021-03-18 06:17:06.000,bg,,671.0,bg/e/cgni01/c/rack01/25/bm/nov017,bg/e/cgni01/c/rack01/25/bm/nov017,bgjuec01nov017,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

17935,2021-03-17 02:05:04.951,2021-03-16 16:57:44.000,2021-03-16 16:57:44.000,,,,2021-03-17 02:05:04.951,gr,,2779.0,gr/e/cgni01/c/rack15/15/bm/nov154,gr/e/cgni01/c/rack15/15/bm/nov154,guroec01nov154,server,ipmi,sel,hp.ipmi.sel.26,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 1",ipmi_api,status,,0

17938,2021-03-17 00:35:48.295,2021-03-17 00:35:48.295,2021-03-17 00:40:35.553,,,,2021-03-17 00:40:35.553,gr,,1918.0,gr/c/cgni01/c/rack07/21/bm/nov076,gr/c/cgni01/c/rack07/21/bm/nov076,gurocc01nov076,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

18034,2021-03-17 05:00:04.930,2021-03-17 04:21:13.000,,,2021-03-18 02:16:46.000,,2021-03-18 02:16:46.000,hh,,869.0,hh/e/cgni01/c/rack10/03/bm/nov100,hh/e/cgni01/c/rack10/03/bm/nov100,hehaec01nov100,server,ipmi,sel,hp.ipmi.sel.141,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 4, port 1",ipmi_api,status,,1

18043,2021-03-17 05:00:05.154,2021-03-17 04:23:10.000,,,2021-03-18 02:16:46.000,,2021-03-18 02:16:46.000,hh,,871.0,hh/e/cgni01/c/rack10/09/bm/nov102,hh/e/cgni01/c/rack10/09/bm/nov102,hehaec01nov102,server,ipmi,sel,hp.ipmi.sel.124,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 4, port 1",ipmi_api,status,,1

18044,2021-03-17 05:00:04.943,2021-03-17 04:23:30.000,,,2021-03-18 02:16:46.000,,2021-03-18 02:16:46.000,hh,,870.0,hh/e/cgni01/c/rack10/06/bm/nov101,hh/e/cgni01/c/rack10/06/bm/nov101,hehaec01nov101,server,ipmi,sel,hp.ipmi.sel.144,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 4, port 1",ipmi_api,status,,1

18087,2021-03-17 05:05:06.050,2021-03-17 04:56:03.000,2021-03-17 04:56:03.000,,,,2021-03-17 05:05:06.050,hh,,869.0,hh/e/cgni01/c/rack10/03/bm/nov100,hh/e/cgni01/c/rack10/03/bm/nov100,hehaec01nov100,server,ipmi,sel,hp.ipmi.sel.140,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 1",ipmi_api,status,,0

18090,2021-03-17 05:05:05.834,2021-03-17 04:57:57.000,2021-03-17 04:57:57.000,,,,2021-03-17 05:05:05.834,hh,,871.0,hh/e/cgni01/c/rack10/09/bm/nov102,hh/e/cgni01/c/rack10/09/bm/nov102,hehaec01nov102,server,ipmi,sel,hp.ipmi.sel.125,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 1",ipmi_api,status,,0

18093,2021-03-17 05:05:05.842,2021-03-17 04:58:21.000,2021-03-17 04:58:21.000,,,,2021-03-17 05:05:05.842,hh,,870.0,hh/e/cgni01/c/rack10/06/bm/nov101,hh/e/cgni01/c/rack10/06/bm/nov101,hehaec01nov101,server,ipmi,sel,hp.ipmi.sel.142,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 1",ipmi_api,status,,0

18291,2021-03-18 01:45:20.613,2021-03-18 01:45:20.613,2021-03-18 01:50:02.740,,,,2021-03-18 01:50:02.740,dn,,3298.0,dn/e/cgni01/c/rack05/03/bm/nov050,dn/e/cgni01/c/rack05/03/bm/nov050,doneec01nov050,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

18292,2021-03-18 01:45:20.629,2021-03-18 01:45:20.629,2021-03-18 01:50:02.691,,,,2021-03-18 01:50:02.691,dn,,3301.0,dn/e/cgni01/c/rack05/09/bm/nov052,dn/e/cgni01/c/rack05/09/bm/nov052,doneec01nov052,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

18293,2021-03-18 01:45:20.645,2021-03-18 01:45:20.645,2021-03-18 01:50:02.664,,,,2021-03-18 01:50:02.664,dn,,3299.0,dn/e/cgni01/c/rack05/06/bm/nov051,dn/e/cgni01/c/rack05/06/bm/nov051,doneec01nov051,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

18294,2021-03-18 01:45:20.661,2021-03-18 01:45:20.661,2021-03-18 01:50:02.715,,,,2021-03-18 01:50:02.715,dn,,3300.0,dn/e/cgni01/c/rack05/12/bm/nov053,dn/e/cgni01/c/rack05/12/bm/nov053,doneec01nov053,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

18428,2021-03-18 02:40:06.184,2021-03-18 02:40:06.184,2021-03-18 02:45:02.697,,,,2021-03-18 02:45:02.697,wj,,3264.0,wj/e/cgni01/c/rack08/03/bm/nov080,wj/e/cgni01/c/rack08/03/bm/nov080,wnjuec01nov080,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

18429,2021-03-18 02:40:06.185,2021-03-18 02:40:06.185,2021-03-18 02:45:02.675,,,,2021-03-18 02:45:02.675,wj,,3270.0,wj/e/cgni01/c/rack07/03/bm/nov070,wj/e/cgni01/c/rack07/03/bm/nov070,wnjuec01nov070,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

18430,2021-03-18 02:40:06.186,2021-03-18 02:40:06.186,2021-03-18 02:45:02.630,,,,2021-03-18 02:45:02.630,wj,,3273.0,wj/e/cgni01/c/rack07/15/bm/nov074,wj/e/cgni01/c/rack07/15/bm/nov074,wnjuec01nov074,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

18431,2021-03-18 02:40:06.187,2021-03-18 02:40:06.187,2021-03-18 02:45:02.727,,,,2021-03-18 02:45:02.727,wj,,3267.0,wj/e/cgni01/c/rack08/15/bm/nov084,wj/e/cgni01/c/rack08/15/bm/nov084,wnjuec01nov084,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

18432,2021-03-18 02:40:06.868,2021-03-18 02:40:06.868,2021-03-18 02:45:03.902,,,,2021-03-18 02:45:03.902,wj,,3274.0,wj/e/cgni01/c/rack07/09/bm/nov072,wj/e/cgni01/c/rack07/09/bm/nov072,wnjuec01nov072,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

18433,2021-03-18 02:40:06.869,2021-03-18 02:40:06.869,2021-03-18 02:45:03.478,,,,2021-03-18 02:45:03.478,wj,,3276.0,wj/e/cgni01/c/rack07/21/bm/nov076,wj/e/cgni01/c/rack07/21/bm/nov076,wnjuec01nov076,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

18434,2021-03-18 02:40:06.869,2021-03-18 02:40:06.869,2021-03-18 02:45:03.465,,,,2021-03-18 02:45:03.465,wj,,3262.0,wj/e/cgni01/c/rack08/09/bm/nov082,wj/e/cgni01/c/rack08/09/bm/nov082,wnjuec01nov082,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

18435,2021-03-18 02:40:06.933,2021-03-18 02:40:06.933,2021-03-18 02:45:03.439,,,,2021-03-18 02:45:03.439,wj,,3269.0,wj/e/cgni01/c/rack08/21/bm/nov086,wj/e/cgni01/c/rack08/21/bm/nov086,wnjuec01nov086,server,ipmi,conn,dell.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

